timestamp,asset_name,plan_category,asset_class,sub_asset_class,sector,geography,country,currency,mtm_cad,market_exposure_cad,fx_exposure_cad,duration,equity_beta,inflation_beta,fx_delta,carbon_intensity,esg_score
2026-01-30,Developed Markets_3708,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,590.94,590.94,295.47,-0.4,1.14,0.1,1.0,16.5,79.9
2026-01-30,Developed Markets_8970,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,604.17,604.17,302.09,0.4,0.77,0.1,1.0,18.9,80.0
2026-01-30,Developed Markets_4600,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,663.46,663.46,331.73,-0.4,0.96,0.1,1.0,20.4,73.5
2026-01-30,Developed Markets_2990,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,633.6,633.6,316.8,0.5,0.93,0.1,1.0,15.5,69.2
2026-01-30,Developed Markets_5944,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,626.28,626.28,313.14,-0.7,0.92,0.1,1.0,19.2,75.0
2026-01-30,Developed Markets_2759,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,628.78,628.78,314.39,0.0,1.0,0.1,1.0,21.0,73.8
2026-01-30,Developed Markets_5524,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,605.95,605.95,302.97,-0.3,1.11,0.1,1.0,18.0,61.8
2026-01-30,Developed Markets_6490,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,645.7,645.7,322.85,0.7,0.73,0.1,1.0,9.6,65.1
2026-01-30,Developed Markets_7016,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,587.11,587.11,293.55,0.1,0.94,0.1,1.0,18.9,68.4
2026-01-30,Developed Markets_7305,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,652.59,652.59,326.29,-0.2,0.99,0.1,1.0,22.4,68.8
2026-01-30,Developed Markets_6954,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,621.06,621.06,310.53,0.0,1.07,0.1,1.0,14.4,70.8
2026-01-30,Developed Markets_8776,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,639.1,639.1,319.55,0.9,1.04,0.1,1.0,26.2,78.4
2026-01-30,Developed Markets_1822,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,615.24,615.24,307.62,-0.5,0.83,0.1,1.0,28.8,65.1
2026-01-30,Developed Markets_2409,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,598.38,598.38,299.19,-0.2,0.99,0.1,1.0,17.6,83.1
2026-01-30,Developed Markets_8083,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,604.27,604.27,302.14,0.6,0.96,0.1,1.0,21.3,77.3
2026-01-30,Developed Markets_5223,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,625.04,625.04,312.52,-0.0,0.87,0.1,1.0,28.5,75.7
2026-01-30,Developed Markets_8368,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,599.06,599.06,299.53,0.8,1.02,0.1,1.0,19.1,75.1
2026-01-30,Developed Markets_9996,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,634.68,634.68,317.34,0.1,0.9,0.1,1.0,22.0,61.4
2026-01-30,Developed Markets_2622,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,655.94,655.94,327.97,0.2,0.91,0.1,1.0,15.5,67.7
2026-01-30,Developed Markets_7136,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,650.18,650.18,325.09,1.4,0.98,0.1,1.0,18.4,84.1
2026-01-30,Emerging Markets_5225,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,610.78,610.78,610.78,0.7,1.15,0.3,1.0,16.4,76.5
2026-01-30,Emerging Markets_5124,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,600.28,600.28,600.28,-0.8,1.02,0.3,1.0,26.7,67.9
2026-01-30,Emerging Markets_5150,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,641.74,641.74,641.74,-0.9,1.15,0.3,1.0,20.9,68.1
2026-01-30,Emerging Markets_8715,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,645.68,645.68,645.68,-0.6,1.11,0.3,1.0,21.2,76.9
2026-01-30,Emerging Markets_3120,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,608.86,608.86,608.86,1.1,1.12,0.3,1.0,18.3,90.8
2026-01-30,Emerging Markets_7185,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,622.36,622.36,622.36,-0.4,1.09,0.3,1.0,18.5,69.7
2026-01-30,Emerging Markets_8982,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,644.54,644.54,644.54,0.5,1.17,0.3,1.0,26.4,81.4
2026-01-30,Emerging Markets_8119,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,652.86,652.86,652.86,-0.2,1.16,0.3,1.0,12.4,74.5
2026-01-30,Emerging Markets_5430,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,649.37,649.37,649.37,0.1,0.99,0.3,1.0,25.3,74.7
2026-01-30,Emerging Markets_6085,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,645.1,645.1,645.1,-0.0,1.03,0.3,1.0,31.0,77.7
2026-01-30,Emerging Markets_3667,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,584.1,584.1,584.1,0.7,1.0,0.3,1.0,26.4,72.9
2026-01-30,Emerging Markets_8694,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,628.05,628.05,628.05,0.1,1.24,0.3,1.0,26.2,81.7
2026-01-30,Emerging Markets_9502,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,541.27,541.27,541.27,0.4,1.13,0.3,1.0,19.9,80.1
2026-01-30,Emerging Markets_8206,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,618.48,618.48,618.48,1.3,1.03,0.3,1.0,16.6,62.8
2026-01-30,Emerging Markets_5435,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,615.53,615.53,615.53,-0.3,1.01,0.3,1.0,24.0,72.6
2026-01-30,Emerging Markets_3033,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,598.74,598.74,598.74,-0.5,1.02,0.3,1.0,19.8,76.9
2026-01-30,Derivatives (Futures)_2828,Asset,Public Equities,Derivatives (Futures),Multi,North America,USA,USD,672.2,13444.04,0.0,-0.5,1.1,0.0,1.0,18.9,74.6
2026-01-30,Derivatives (Futures)_2868,Asset,Public Equities,Derivatives (Futures),Multi,North America,USA,USD,644.89,12897.75,0.0,-0.1,0.93,0.0,1.0,17.6,79.8
2026-01-30,Derivatives (Futures)_1936,Asset,Public Equities,Derivatives (Futures),Multi,North America,USA,USD,619.84,12396.79,0.0,-0.3,1.06,0.0,1.0,16.9,71.0
2026-01-30,Derivatives (Futures)_8214,Asset,Public Equities,Derivatives (Futures),Multi,North America,USA,USD,618.59,12371.9,0.0,0.0,0.85,0.0,1.0,23.2,94.6
2026-01-30,Derivatives (Futures)_8312,Asset,Public Equities,Derivatives (Futures),Multi,North America,USA,USD,627.23,12544.57,0.0,-0.9,1.03,0.0,1.0,18.1,69.4
2026-01-30,Derivatives (Futures)_5675,Asset,Public Equities,Derivatives (Futures),Multi,North America,USA,USD,601.89,12037.83,0.0,-0.4,1.02,0.0,1.0,18.2,79.7
